method,predicted_zone,model_family,model_version,original_zone,pixels,predicted_total,share_of_prediction
plain_rf,55,single RF,original,42,3,21836,0.000137387799963363
plain_rf,55,single RF,original,26,2,21836,9.15918666422422e-05
plain_rf,55,single RF,original,9,1,21836,4.57959333211211e-05
plain_rf,55,single RF,original,17,1,21836,4.57959333211211e-05
plain_rf,55,single RF,original,23,1,21836,4.57959333211211e-05
plain_rf,55,single RF,original,31,1,21836,4.57959333211211e-05
plain_rf,55,single RF,original,37,1,21836,4.57959333211211e-05
plain_rf,55,single RF,original,45,1,21836,4.57959333211211e-05
rf_var,1,single RF,corrected,3,4918,44440,0.110666066606661
rf_var,1,single RF,corrected,31,4557,44440,0.102542754275428
rf_var,1,single RF,corrected,16,3735,44440,0.084045904590459
rf_var,1,single RF,corrected,5,2761,44440,0.0621287128712871
rf_var,1,single RF,corrected,13,2648,44440,0.0595859585958596
rf_var,1,single RF,corrected,2,2206,44440,0.0496399639963996
rf_var,1,single RF,corrected,18,2004,44440,0.0450945094509451
rf_var,1,single RF,corrected,10,1571,44440,0.0353510351035104
rf_var,1,single RF,corrected,33,1379,44440,0.031030603060306
rf_var,1,single RF,corrected,4,1061,44440,0.0238748874887489
rf_var,1,single RF,corrected,7,1008,44440,0.0226822682268227
rf_var,1,single RF,corrected,25,659,44440,0.0148289828982898
rf_var,1,single RF,corrected,28,625,44440,0.0140639063906391
rf_var,1,single RF,corrected,46,614,44440,0.0138163816381638
rf_var,1,single RF,corrected,44,580,44440,0.0130513051305131
rf_var,1,single RF,corrected,12,386,44440,0.00868586858685869
rf_var,1,single RF,corrected,20,294,44440,0.00661566156615662
rf_var,1,single RF,corrected,37,287,44440,0.00645814581458146
rf_var,1,single RF,corrected,30,234,44440,0.00526552655265527
rf_var,1,single RF,corrected,6,208,44440,0.00468046804680468
rf_var,1,single RF,corrected,21,188,44440,0.00423042304230423
rf_var,1,single RF,corrected,40,167,44440,0.00375787578757876
rf_var,1,single RF,corrected,47,131,44440,0.00294779477947795
rf_var,1,single RF,corrected,45,120,44440,0.0027002700270027
rf_var,1,single RF,corrected,49,107,44440,0.00240774077407741
rf_var,1,single RF,corrected,19,68,44440,0.00153015301530153
rf_var,1,single RF,corrected,24,64,44440,0.00144014401440144
rf_var,1,single RF,corrected,15,62,44440,0.0013951395139514
rf_var,1,single RF,corrected,39,31,44440,0.000697569756975698
rf_var,1,single RF,corrected,27,21,44440,0.000472547254725473
rf_var,1,single RF,corrected,26,16,44440,0.00036003600360036
rf_var,1,single RF,corrected,53,11,44440,0.000247524752475248
rf_var,1,single RF,corrected,52,10,44440,0.000225022502250225
rf_var,1,single RF,corrected,11,8,44440,0.00018001800180018
rf_var,1,single RF,corrected,36,7,44440,0.000157515751575158
rf_var,1,single RF,corrected,41,5,44440,0.000112511251125113
rf_var,1,single RF,corrected,54,4,44440,9.000900090009e-05
rf_var,1,single RF,corrected,22,2,44440,4.5004500450045e-05
rf_var,1,single RF,corrected,23,2,44440,4.5004500450045e-05
rf_var,1,single RF,corrected,9,1,44440,2.25022502250225e-05
rf_var,1,single RF,corrected,50,1,44440,2.25022502250225e-05
rf_var,2,single RF,corrected,3,20798,260926,0.0797084230778075
rf_var,2,single RF,corrected,4,14631,260926,0.0560733694610733
rf_var,2,single RF,corrected,5,14320,260926,0.054881460644014
rf_var,2,single RF,corrected,6,12019,260926,0.0460628683994696
rf_var,2,single RF,corrected,7,3328,260926,0.0127545740938044
rf_var,2,single RF,corrected,16,2600,260926,0.00996451101078467
rf_var,2,single RF,corrected,13,2036,260926,0.00780297862229138
rf_var,2,single RF,corrected,12,1718,260926,0.00658424227558772
rf_var,2,single RF,corrected,11,1625,260926,0.00622781938174042
rf_var,2,single RF,corrected,27,1514,260926,0.00580241141166461
rf_var,2,single RF,corrected,18,723,260926,0.00277090056184512
rf_var,2,single RF,corrected,9,657,260926,0.00251795528234059
rf_var,2,single RF,corrected,1,349,260926,0.0013375439779861
rf_var,2,single RF,corrected,33,202,260926,0.00077416585545327
rf_var,2,single RF,corrected,31,190,260926,0.000728175804634264
rf_var,2,single RF,corrected,25,110,260926,0.00042157546584089
rf_var,2,single RF,corrected,15,109,260926,0.000417742961605973
rf_var,2,single RF,corrected,37,109,260926,0.000417742961605973
rf_var,2,single RF,corrected,53,88,260926,0.000337260372672712
rf_var,2,single RF,corrected,20,82,260926,0.000314265347263209
rf_var,2,single RF,corrected,21,76,260926,0.000291270321853706
rf_var,2,single RF,corrected,46,61,260926,0.000233782758329948
rf_var,2,single RF,corrected,17,53,260926,0.000203122724450611
rf_var,2,single RF,corrected,28,52,260926,0.000199290220215693
rf_var,2,single RF,corrected,24,49,260926,0.000187792707510942
rf_var,2,single RF,corrected,14,41,260926,0.000157132673631604
rf_var,2,single RF,corrected,22,29,260926,0.000111142622812598
rf_var,2,single RF,corrected,41,25,260926,9.58126058729295e-05
rf_var,2,single RF,corrected,44,25,260926,9.58126058729295e-05
rf_var,2,single RF,corrected,19,24,260926,9.19801016380123e-05
rf_var,2,single RF,corrected,47,17,260926,6.51525719935921e-05
rf_var,2,single RF,corrected,40,9,260926,3.44925381142546e-05
rf_var,2,single RF,corrected,29,7,260926,2.68275296444203e-05
rf_var,2,single RF,corrected,52,6,260926,2.29950254095031e-05
rf_var,2,single RF,corrected,10,5,260926,1.91625211745859e-05
rf_var,2,single RF,corrected,30,5,260926,1.91625211745859e-05
rf_var,2,single RF,corrected,23,4,260926,1.53300169396687e-05
rf_var,2,single RF,corrected,50,4,260926,1.53300169396687e-05
rf_var,2,single RF,corrected,49,3,260926,1.14975127047515e-05
rf_var,2,single RF,corrected,54,3,260926,1.14975127047515e-05
rf_var,2,single RF,corrected,45,2,260926,7.66500846983436e-06
rf_var,3,single RF,corrected,27,35834,456686,0.0784652912504434
rf_var,3,single RF,corrected,12,22705,456686,0.0497168733002544
rf_var,3,single RF,corrected,7,21428,456686,0.0469206413159151
rf_var,3,single RF,corrected,2,19508,456686,0.0427164397419671
rf_var,3,single RF,corrected,5,16549,456686,0.0362371520037838
rf_var,3,single RF,corrected,37,11897,456686,0.026050721940239
rf_var,3,single RF,corrected,33,6049,456686,0.0132454246462559
rf_var,3,single RF,corrected,30,5848,456686,0.0128052972939832
rf_var,3,single RF,corrected,6,4740,456686,0.010379122635684
rf_var,3,single RF,corrected,9,3768,456686,0.00825074558887288
rf_var,3,single RF,corrected,41,3753,456686,0.00821790026407641
rf_var,3,single RF,corrected,4,3679,456686,0.00805586332841383
rf_var,3,single RF,corrected,44,2404,456686,0.00526401072071401
rf_var,3,single RF,corrected,11,1832,456686,0.00401150900180868
rf_var,3,single RF,corrected,13,1775,456686,0.0038866967675821
rf_var,3,single RF,corrected,47,1764,456686,0.00386261019606469
rf_var,3,single RF,corrected,28,1152,456686,0.00252252094436878
rf_var,3,single RF,corrected,40,823,456686,0.00180211348716624
rf_var,3,single RF,corrected,10,767,456686,0.00167949094125942
rf_var,3,single RF,corrected,15,514,456686,0.00112549979635899
rf_var,3,single RF,corrected,1,429,456686,0.000939376289178998
rf_var,3,single RF,corrected,22,381,456686,0.000834271249830299
rf_var,3,single RF,corrected,21,318,456686,0.000696320885685132
rf_var,3,single RF,corrected,36,247,456686,0.000540853014981848
rf_var,3,single RF,corrected,24,126,456686,0.000275900728290335
rf_var,3,single RF,corrected,18,121,456686,0.000264952286691512
rf_var,3,single RF,corrected,46,97,456686,0.000212399767017163
rf_var,3,single RF,corrected,49,89,456686,0.000194882260459046
rf_var,3,single RF,corrected,26,81,456686,0.00017736475390093
rf_var,3,single RF,corrected,16,68,456686,0.00014889880574399
rf_var,3,single RF,corrected,34,50,456686,0.000109484415988228
rf_var,3,single RF,corrected,19,40,456686,8.75875327905826e-05
rf_var,3,single RF,corrected,14,37,456686,8.10184678312889e-05
rf_var,3,single RF,corrected,20,18,456686,3.94143897557622e-05
rf_var,3,single RF,corrected,53,17,456686,3.72247014359976e-05
rf_var,3,single RF,corrected,52,9,456686,1.97071948778811e-05
rf_var,3,single RF,corrected,54,6,456686,1.31381299185874e-05
rf_var,3,single RF,corrected,31,5,456686,1.09484415988228e-05
rf_var,3,single RF,corrected,29,2,456686,4.37937663952913e-06
rf_var,3,single RF,corrected,17,1,456686,2.18968831976456e-06
rf_var,3,single RF,corrected,23,1,456686,2.18968831976456e-06
rf_var,3,single RF,corrected,25,1,456686,2.18968831976456e-06
rf_var,3,single RF,corrected,32,1,456686,2.18968831976456e-06
rf_var,3,single RF,corrected,50,1,456686,2.18968831976456e-06
rf_var,4,single RF,corrected,2,13482,103116,0.130745956010706
rf_var,4,single RF,corrected,13,10855,103116,0.105269793242562
rf_var,4,single RF,corrected,12,7654,103116,0.0742270840606695
rf_var,4,single RF,corrected,3,5587,103116,0.054181698281547
rf_var,4,single RF,corrected,11,5212,103116,0.0505450172621126
rf_var,4,single RF,corrected,5,3971,103116,0.0385100275417976
rf_var,4,single RF,corrected,27,3610,103116,0.0350091159470887
rf_var,4,single RF,corrected,6,2848,103116,0.027619380115598
rf_var,4,single RF,corrected,15,2497,103116,0.0242154466814073
rf_var,4,single RF,corrected,7,2094,103116,0.0203072268125218
rf_var,4,single RF,corrected,16,1432,103116,0.0138872725862136
rf_var,4,single RF,corrected,14,327,103116,0.00317118584894682
rf_var,4,single RF,corrected,25,248,103116,0.00240505838085263
rf_var,4,single RF,corrected,30,181,103116,0.00175530470538035
rf_var,4,single RF,corrected,1,172,103116,0.00166802436091392
rf_var,4,single RF,corrected,21,148,103116,0.00143527677567012
rf_var,4,single RF,corrected,18,139,103116,0.00134799643120369
rf_var,4,single RF,corrected,23,136,103116,0.00131890298304822
rf_var,4,single RF,corrected,24,107,103116,0.00103766631754529
rf_var,4,single RF,corrected,20,54,103116,0.000523682066798557
rf_var,4,single RF,corrected,19,48,103116,0.000465495170487606
rf_var,4,single RF,corrected,47,46,103116,0.000446099538383956
rf_var,4,single RF,corrected,49,31,103116,0.000300632297606579
rf_var,4,single RF,corrected,44,26,103116,0.000252143217347453
rf_var,4,single RF,corrected,22,22,103116,0.000213351953140153
rf_var,4,single RF,corrected,40,19,103116,0.000184258504984677
rf_var,4,single RF,corrected,53,15,103116,0.000145467240777377
rf_var,4,single RF,corrected,46,14,103116,0.000135769424725552
rf_var,4,single RF,corrected,37,12,103116,0.000116373792621902
rf_var,4,single RF,corrected,52,10,103116,9.69781605182513e-05
rf_var,4,single RF,corrected,17,9,103116,8.72803444664262e-05
rf_var,4,single RF,corrected,10,8,103116,7.7582528414601e-05
rf_var,4,single RF,corrected,31,8,103116,7.7582528414601e-05
rf_var,4,single RF,corrected,9,7,103116,6.78847123627759e-05
rf_var,4,single RF,corrected,48,7,103116,6.78847123627759e-05
rf_var,4,single RF,corrected,29,5,103116,4.84890802591256e-05
rf_var,4,single RF,corrected,26,2,103116,1.93956321036503e-05
rf_var,4,single RF,corrected,33,2,103116,1.93956321036503e-05
rf_var,4,single RF,corrected,41,2,103116,1.93956321036503e-05
rf_var,4,single RF,corrected,54,2,103116,1.93956321036503e-05
rf_var,4,single RF,corrected,42,1,103116,9.69781605182513e-06
rf_var,4,single RF,corrected,50,1,103116,9.69781605182513e-06
rf_var,5,single RF,corrected,3,22712,174931,0.129834048853548
rf_var,5,single RF,corrected,2,14381,174931,0.0822095569110106
rf_var,5,single RF,corrected,12,9544,174931,0.0545586545552246
rf_var,5,single RF,corrected,13,9436,174931,0.0539412682714899
rf_var,5,single RF,corrected,11,7255,174931,0.0414734952638469
rf_var,5,single RF,corrected,16,5370,174931,0.0306978179968102
rf_var,5,single RF,corrected,27,3873,174931,0.0221401581194871
rf_var,5,single RF,corrected,4,3153,174931,0.0180242495612556
rf_var,5,single RF,corrected,30,3132,174931,0.0179042022283072
rf_var,5,single RF,corrected,47,2897,174931,0.0165608154072177
rf_var,5,single RF,corrected,7,2440,174931,0.0139483567806735
rf_var,5,single RF,corrected,44,2439,174931,0.0139426402410093
rf_var,5,single RF,corrected,33,2334,174931,0.0133424035762672
rf_var,5,single RF,corrected,40,2185,174931,0.0124906391662999
rf_var,5,single RF,corrected,15,1688,174931,0.00964951895318726
rf_var,5,single RF,corrected,6,1344,174931,0.00768302930869886
rf_var,5,single RF,corrected,18,1064,174931,0.00608239820271993
rf_var,5,single RF,corrected,25,931,174931,0.00532209842737994
rf_var,5,single RF,corrected,21,668,174931,0.00381864849569259
rf_var,5,single RF,corrected,24,584,174931,0.00333845916389891
rf_var,5,single RF,corrected,22,558,174931,0.00318982913262944
rf_var,5,single RF,corrected,49,453,174931,0.00258959246788734
rf_var,5,single RF,corrected,10,443,174931,0.00253242707124523
rf_var,5,single RF,corrected,37,423,174931,0.00241809627796102
rf_var,5,single RF,corrected,26,283,174931,0.00161778072497156
rf_var,5,single RF,corrected,46,257,174931,0.00146915069370209
rf_var,5,single RF,corrected,28,224,174931,0.00128050488478314
rf_var,5,single RF,corrected,20,221,174931,0.00126335526579051
rf_var,5,single RF,corrected,45,185,174931,0.00105755983787894
rf_var,5,single RF,corrected,41,163,174931,0.000931795965266305
rf_var,5,single RF,corrected,14,139,174931,0.000794599013325254
rf_var,5,single RF,corrected,1,131,174931,0.00074886669601157
rf_var,5,single RF,corrected,39,57,174931,0.000325842760859996
rf_var,5,single RF,corrected,31,56,174931,0.000320126221195786
rf_var,5,single RF,corrected,19,32,174931,0.000182929269254735
rf_var,5,single RF,corrected,53,21,174931,0.00012004733294842
rf_var,5,single RF,corrected,9,20,174931,0.000114330793284209
rf_var,5,single RF,corrected,17,12,174931,6.85984759705255e-05
rf_var,5,single RF,corrected,36,9,174931,5.14488569778941e-05
rf_var,5,single RF,corrected,23,5,174931,2.85826983210523e-05
rf_var,5,single RF,corrected,52,4,174931,2.28661586568418e-05
rf_var,5,single RF,corrected,29,1,174931,5.71653966421046e-06
rf_var,5,single RF,corrected,42,1,174931,5.71653966421046e-06
rf_var,6,single RF,corrected,3,18455,105126,0.175551243269981
rf_var,6,single RF,corrected,2,10777,105126,0.102515077145521
rf_var,6,single RF,corrected,12,7523,105126,0.0715617449536746
rf_var,6,single RF,corrected,5,4470,105126,0.0425204040865247
rf_var,6,single RF,corrected,27,3694,105126,0.0351387858379468
rf_var,6,single RF,corrected,11,2567,105126,0.0244183170671385
rf_var,6,single RF,corrected,15,2001,105126,0.0190343016951087
rf_var,6,single RF,corrected,4,1874,105126,0.0178262275745296
rf_var,6,single RF,corrected,7,1353,105126,0.0128702699617602
rf_var,6,single RF,corrected,13,695,105126,0.00661111428190933
rf_var,6,single RF,corrected,31,268,105126,0.00254932176626144
rf_var,6,single RF,corrected,37,170,105126,0.00161710709053897
rf_var,6,single RF,corrected,24,151,105126,0.00143637159218462
rf_var,6,single RF,corrected,16,141,105126,0.00134124764568232
rf_var,6,single RF,corrected,21,88,105126,0.000837090729220174
rf_var,6,single RF,corrected,23,55,105126,0.000523181705762609
rf_var,6,single RF,corrected,47,52,105126,0.000494644521811921
rf_var,6,single RF,corrected,20,35,105126,0.000332933812758024
rf_var,6,single RF,corrected,19,29,105126,0.000275859444856648
rf_var,6,single RF,corrected,44,17,105126,0.000161710709053897
rf_var,6,single RF,corrected,41,15,105126,0.000142685919753439
rf_var,6,single RF,corrected,9,13,105126,0.00012366113045298
rf_var,6,single RF,corrected,53,12,105126,0.000114148735802751
rf_var,6,single RF,corrected,10,11,105126,0.000104636341152522
rf_var,6,single RF,corrected,22,11,105126,0.000104636341152522
rf_var,6,single RF,corrected,1,10,105126,9.51239465022925e-05
rf_var,6,single RF,corrected,33,10,105126,9.51239465022925e-05
rf_var,6,single RF,corrected,52,10,105126,9.51239465022925e-05
rf_var,6,single RF,corrected,40,7,105126,6.65867625516047e-05
rf_var,6,single RF,corrected,30,4,105126,3.8049578600917e-05
rf_var,6,single RF,corrected,42,3,105126,2.85371839506877e-05
rf_var,6,single RF,corrected,46,3,105126,2.85371839506877e-05
rf_var,6,single RF,corrected,49,3,105126,2.85371839506877e-05
rf_var,6,single RF,corrected,17,2,105126,1.90247893004585e-05
rf_var,6,single RF,corrected,25,2,105126,1.90247893004585e-05
rf_var,6,single RF,corrected,50,2,105126,1.90247893004585e-05
rf_var,6,single RF,corrected,54,2,105126,1.90247893004585e-05
rf_var,6,single RF,corrected,26,1,105126,9.51239465022925e-06
rf_var,6,single RF,corrected,32,1,105126,9.51239465022925e-06
rf_var,6,single RF,corrected,45,1,105126,9.51239465022925e-06
rf_var,7,single RF,corrected,3,42266,257533,0.164118773128104
rf_var,7,single RF,corrected,27,26375,257533,0.102414059557416
rf_var,7,single RF,corrected,33,23120,257533,0.0897749026338372
rf_var,7,single RF,corrected,13,13234,257533,0.0513875891633305
rf_var,7,single RF,corrected,12,12532,257533,0.0486617249051578
rf_var,7,single RF,corrected,41,8828,257533,0.0342791020956538
rf_var,7,single RF,corrected,37,7241,257533,0.0281167850333744
rf_var,7,single RF,corrected,11,4665,257533,0.0181141834250368
rf_var,7,single RF,corrected,5,4409,257533,0.0171201360602331
rf_var,7,single RF,corrected,44,3008,257533,0.0116800565364439
rf_var,7,single RF,corrected,2,2937,257533,0.0114043637126116
rf_var,7,single RF,corrected,30,2204,257533,0.00855812653135715
rf_var,7,single RF,corrected,47,2092,257533,0.00812323080925551
rf_var,7,single RF,corrected,40,1482,257533,0.00575460232280912
rf_var,7,single RF,corrected,31,1327,257533,0.00515273770740061
rf_var,7,single RF,corrected,15,1159,257533,0.00450039412424816
rf_var,7,single RF,corrected,24,988,257533,0.00383640154853941
rf_var,7,single RF,corrected,4,910,257533,0.00353352774207577
rf_var,7,single RF,corrected,23,877,257533,0.00340538882395654
rf_var,7,single RF,corrected,25,872,257533,0.00338597383636272
rf_var,7,single RF,corrected,32,805,257533,0.00312581300260549
rf_var,7,single RF,corrected,29,627,257533,0.0024346394442654
rf_var,7,single RF,corrected,28,479,257533,0.00185995581148824
rf_var,7,single RF,corrected,14,456,257533,0.00177064686855665
rf_var,7,single RF,corrected,6,446,257533,0.00173181689336901
rf_var,7,single RF,corrected,16,356,257533,0.00138234711668019
rf_var,7,single RF,corrected,21,272,257533,0.00105617532510397
rf_var,7,single RF,corrected,18,256,257533,0.000994047364803734
rf_var,7,single RF,corrected,19,211,257533,0.000819312476459328
rf_var,7,single RF,corrected,42,200,257533,0.000776599503752917
rf_var,7,single RF,corrected,46,177,257533,0.000687290560821332
rf_var,7,single RF,corrected,9,176,257533,0.000683407563302567
rf_var,7,single RF,corrected,26,148,257533,0.000574683632777159
rf_var,7,single RF,corrected,10,118,257533,0.000458193707214221
rf_var,7,single RF,corrected,1,81,257533,0.000314522799019931
rf_var,7,single RF,corrected,49,81,257533,0.000314522799019931
rf_var,7,single RF,corrected,36,77,257533,0.000298990808944873
rf_var,7,single RF,corrected,20,35,257533,0.000135904913156761
rf_var,7,single RF,corrected,39,21,257533,8.15429478940563e-05
rf_var,7,single RF,corrected,52,12,257533,4.6595970225175e-05
rf_var,7,single RF,corrected,34,8,257533,3.10639801501167e-05
rf_var,7,single RF,corrected,53,8,257533,3.10639801501167e-05
rf_var,7,single RF,corrected,50,3,257533,1.16489925562938e-05
rf_var,7,single RF,corrected,22,2,257533,7.76599503752917e-06
rf_var,7,single RF,corrected,54,2,257533,7.76599503752917e-06
rf_var,7,single RF,corrected,17,1,257533,3.88299751876459e-06
rf_var,7,single RF,corrected,35,1,257533,3.88299751876459e-06
rf_var,7,single RF,corrected,45,1,257533,3.88299751876459e-06
rf_var,9,single RF,corrected,3,28581,73901,0.38674713468018
rf_var,9,single RF,corrected,2,9171,73901,0.124098456042543
rf_var,9,single RF,corrected,12,5663,73901,0.076629544931733
rf_var,9,single RF,corrected,7,2617,73901,0.0354122407003965
rf_var,9,single RF,corrected,27,678,73901,0.00917443606987727
rf_var,9,single RF,corrected,5,519,73901,0.00702290902694145
rf_var,9,single RF,corrected,6,336,73901,0.00454662318507192
rf_var,9,single RF,corrected,4,263,73901,0.00355881517164856
rf_var,9,single RF,corrected,10,226,73901,0.00305814535662576
rf_var,9,single RF,corrected,15,204,73901,0.00276044979093652
rf_var,9,single RF,corrected,21,125,73901,0.00169145207777973
rf_var,9,single RF,corrected,37,87,73901,0.00117725064613469
rf_var,9,single RF,corrected,13,61,73901,0.000825428613956509
rf_var,9,single RF,corrected,11,27,73901,0.000365353648800422
rf_var,9,single RF,corrected,20,23,73901,0.000311227182311471
rf_var,9,single RF,corrected,36,23,73901,0.000311227182311471
rf_var,9,single RF,corrected,53,18,73901,0.000243569099200281
rf_var,9,single RF,corrected,44,15,73901,0.000202974249333568
rf_var,9,single RF,corrected,19,11,73901,0.000148847782844616
rf_var,9,single RF,corrected,30,11,73901,0.000148847782844616
rf_var,9,single RF,corrected,47,11,73901,0.000148847782844616
rf_var,9,single RF,corrected,52,9,73901,0.000121784549600141
rf_var,9,single RF,corrected,24,7,73901,9.4721316355665e-05
rf_var,9,single RF,corrected,49,7,73901,9.4721316355665e-05
rf_var,9,single RF,corrected,54,6,73901,8.11896997334272e-05
rf_var,9,single RF,corrected,25,4,73901,5.41264664889514e-05
rf_var,9,single RF,corrected,40,4,73901,5.41264664889514e-05
rf_var,9,single RF,corrected,16,2,73901,2.70632332444757e-05
rf_var,9,single RF,corrected,17,1,73901,1.35316166222379e-05
rf_var,9,single RF,corrected,23,1,73901,1.35316166222379e-05
rf_var,9,single RF,corrected,29,1,73901,1.35316166222379e-05
rf_var,9,single RF,corrected,31,1,73901,1.35316166222379e-05
rf_var,9,single RF,corrected,42,1,73901,1.35316166222379e-05
rf_var,9,single RF,corrected,46,1,73901,1.35316166222379e-05
rf_var,10,single RF,corrected,46,22925,159547,0.143688066839239
rf_var,10,single RF,corrected,16,12214,159547,0.0765542442039023
rf_var,10,single RF,corrected,49,7799,159547,0.0488821475803368
rf_var,10,single RF,corrected,18,6540,159547,0.0409910559270936
rf_var,10,single RF,corrected,30,3882,159547,0.0243313882429629
rf_var,10,single RF,corrected,5,3806,159547,0.0238550395808132
rf_var,10,single RF,corrected,39,3737,159547,0.0234225651375457
rf_var,10,single RF,corrected,40,3490,159547,0.0218744319855591
rf_var,10,single RF,corrected,3,3021,159547,0.018934859320451
rf_var,10,single RF,corrected,47,2779,159547,0.0174180648962375
rf_var,10,single RF,corrected,20,2596,159547,0.0162710674597454
rf_var,10,single RF,corrected,44,2181,159547,0.0136699530545858
rf_var,10,single RF,corrected,28,1198,159547,0.00750875917441256
rf_var,10,single RF,corrected,7,992,159547,0.00621760359016465
rf_var,10,single RF,corrected,2,893,159547,0.00559709678025911
rf_var,10,single RF,corrected,37,832,159547,0.00521476430142842
rf_var,10,single RF,corrected,26,647,159547,0.00405523137382715
rf_var,10,single RF,corrected,19,425,159547,0.00266379186070562
rf_var,10,single RF,corrected,34,416,159547,0.00260738215071421
rf_var,10,single RF,corrected,33,376,159547,0.00235667232853015
rf_var,10,single RF,corrected,36,365,159547,0.00228772712742954
rf_var,10,single RF,corrected,1,296,159547,0.00185525268416203
rf_var,10,single RF,corrected,21,203,159547,0.0012723523475841
rf_var,10,single RF,corrected,45,145,159547,0.000908823105417212
rf_var,10,single RF,corrected,15,136,159547,0.000852413395425799
rf_var,10,single RF,corrected,41,114,159547,0.000714522993224567
rf_var,10,single RF,corrected,6,108,159547,0.000676916519896958
rf_var,10,single RF,corrected,27,91,159547,0.000570364845468733
rf_var,10,single RF,corrected,31,49,159547,0.000307119532175472
rf_var,10,single RF,corrected,11,35,159547,0.000219371094411051
rf_var,10,single RF,corrected,50,27,159547,0.00016922912997424
rf_var,10,single RF,corrected,13,26,159547,0.000162961384419638
rf_var,10,single RF,corrected,53,22,159547,0.000137890402201232
rf_var,10,single RF,corrected,4,11,159547,6.89452011006161e-05
rf_var,10,single RF,corrected,52,11,159547,6.89452011006161e-05
rf_var,10,single RF,corrected,9,9,159547,5.64097099914132e-05
rf_var,10,single RF,corrected,12,9,159547,5.64097099914132e-05
rf_var,10,single RF,corrected,25,9,159547,5.64097099914132e-05
rf_var,10,single RF,corrected,24,8,159547,5.01419644368117e-05
rf_var,10,single RF,corrected,43,6,159547,3.76064733276088e-05
rf_var,10,single RF,corrected,29,4,159547,2.50709822184059e-05
rf_var,10,single RF,corrected,54,3,159547,1.88032366638044e-05
rf_var,10,single RF,corrected,22,2,159547,1.25354911092029e-05
rf_var,10,single RF,corrected,23,2,159547,1.25354911092029e-05
rf_var,10,single RF,corrected,42,2,159547,1.25354911092029e-05
rf_var,10,single RF,corrected,48,1,159547,6.26774555460147e-06
rf_var,11,single RF,corrected,13,26794,185431,0.144495796280018
rf_var,11,single RF,corrected,27,12689,185431,0.068429766328176
rf_var,11,single RF,corrected,12,10734,185431,0.0578867611132982
rf_var,11,single RF,corrected,5,9422,185431,0.0508113530100145
rf_var,11,single RF,corrected,3,7146,185431,0.0385372456601108
rf_var,11,single RF,corrected,4,5995,185431,0.0323300850451111
rf_var,11,single RF,corrected,15,5010,185431,0.0270181361261062
rf_var,11,single RF,corrected,2,4990,185431,0.0269102792952635
rf_var,11,single RF,corrected,7,4353,185431,0.0234750392329222
rf_var,11,single RF,corrected,33,3236,185431,0.0174512352303552
rf_var,11,single RF,corrected,6,2801,185431,0.0151053491595256
rf_var,11,single RF,corrected,25,1227,185431,0.00661701657220206
rf_var,11,single RF,corrected,14,774,185431,0.00417405935361401
rf_var,11,single RF,corrected,37,333,185431,0.00179581623353161
rf_var,11,single RF,corrected,24,293,185431,0.00158010257184613
rf_var,11,single RF,corrected,9,229,185431,0.00123496071314937
rf_var,11,single RF,corrected,18,203,185431,0.0010947468330538
rf_var,11,single RF,corrected,16,139,185431,0.000749604974357039
rf_var,11,single RF,corrected,30,64,185431,0.000345141858696766
rf_var,11,single RF,corrected,47,61,185431,0.000328963334070355
rf_var,11,single RF,corrected,20,35,185431,0.000188749453974794
rf_var,11,single RF,corrected,31,27,185431,0.000145606721637698
rf_var,11,single RF,corrected,19,24,185431,0.000129428197011287
rf_var,11,single RF,corrected,10,19,185431,0.000102463989300602
rf_var,11,single RF,corrected,40,16,185431,8.62854646741915e-05
rf_var,11,single RF,corrected,44,16,185431,8.62854646741915e-05
rf_var,11,single RF,corrected,41,12,185431,6.47140985056436e-05
rf_var,11,single RF,corrected,53,12,185431,6.47140985056436e-05
rf_var,11,single RF,corrected,52,10,185431,5.39284154213697e-05
rf_var,11,single RF,corrected,21,9,185431,4.85355738792327e-05
rf_var,11,single RF,corrected,46,7,185431,3.77498907949588e-05
rf_var,11,single RF,corrected,49,6,185431,3.23570492528218e-05
rf_var,11,single RF,corrected,54,6,185431,3.23570492528218e-05
rf_var,11,single RF,corrected,42,4,185431,2.15713661685479e-05
rf_var,11,single RF,corrected,1,2,185431,1.07856830842739e-05
rf_var,11,single RF,corrected,34,2,185431,1.07856830842739e-05
rf_var,11,single RF,corrected,22,1,185431,5.39284154213697e-06
rf_var,11,single RF,corrected,26,1,185431,5.39284154213697e-06
rf_var,12,single RF,corrected,13,32909,345214,0.0953292740155382
rf_var,12,single RF,corrected,3,19234,345214,0.0557161644660993
rf_var,12,single RF,corrected,5,13422,345214,0.0388802308133506
rf_var,12,single RF,corrected,15,6930,345214,0.0200745045102458
rf_var,12,single RF,corrected,7,6523,345214,0.0188955256739298
rf_var,12,single RF,corrected,11,6396,345214,0.0185276379289368
rf_var,12,single RF,corrected,27,5584,345214,0.0161754737641
rf_var,12,single RF,corrected,6,5021,345214,0.0145446013197611
rf_var,12,single RF,corrected,4,3543,345214,0.0102631990591343
rf_var,12,single RF,corrected,33,2930,345214,0.00848748891991634
rf_var,12,single RF,corrected,2,2036,345214,0.0058977909354777
rf_var,12,single RF,corrected,24,2007,345214,0.00581378507244782
rf_var,12,single RF,corrected,25,1249,345214,0.00361804561808038
rf_var,12,single RF,corrected,22,480,345214,0.00139044187083954
