method,scenario,Species,PopulationID,source_zone,new_area_km2,old_area_km2,relative_error
rf_var,2071-2100SSP585,pinuYun,pinuYun-Zone5,5,38191.0515690112,38191.0515690098,3.75314004487177e-14
rf_var,2071-2100SSP585,pinuYun,pinuYun-Zone50,50,24060.8219230979,24060.821923098,4.53597822059351e-15
rf_var,2071-2100SSP585,pinuYun,pinuYun-Zone7,7,99669.9941668286,99669.9941668256,3.03682005081099e-14
rf_var,2071-2100SSP585,querVar,querVar-Zone10,10,203649.949984204,203649.949984237,1.63347342901982e-13
rf_var,2071-2100SSP585,querVar,querVar-Zone21,21,1332707.37714144,1332707.37714499,2.66285362520822e-12
rf_var,2071-2100SSP585,querVar,querVar-Zone26,26,1687.04022376968,1687.04022376967,3.09986357261173e-15
rf_var,2071-2100SSP585,querVar,querVar-Zone27,27,835485.499991021,835485.499989477,1.84762891449893e-12
rf_var,2071-2100SSP585,querVar,querVar-Zone28,28,33411.5396720174,33411.5396720181,2.17767803747068e-14
rf_var,2071-2100SSP585,querVar,querVar-Zone3,3,221810.404449178,221810.404449176,8.13504439883452e-15
rf_var,2071-2100SSP585,querVar,querVar-Zone30,30,52668.1763232232,52668.1763232211,3.90956389334116e-14
rf_var,2071-2100SSP585,querVar,querVar-Zone33,33,190427.240647638,190427.240647703,3.43266031600781e-13
rf_var,2071-2100SSP585,querVar,querVar-Zone36,36,18569.436717784,18569.4367177842,1.25383794453434e-14
rf_var,2071-2100SSP585,querVar,querVar-Zone37,37,26186.2740255718,26186.2740255723,1.93108440586822e-14
rf_var,2071-2100SSP585,querVar,querVar-Zone40,40,234206.539220477,234206.539220684,8.8415017953253e-13
rf_var,2071-2100SSP585,querVar,querVar-Zone41,41,12249.2475061079,12249.2475061079,1.9304746870618e-15
rf_var,2071-2100SSP585,querVar,querVar-Zone44,44,164052.802041439,164052.80204147,1.89468820654062e-13
rf_var,2071-2100SSP585,querVar,querVar-Zone47,47,33824.5921557803,33824.5921557794,2.71036722383796e-14
rf_var,2071-2100SSP585,querVar,querVar-Zone49,49,149552.646190541,149552.646190557,1.05865621048856e-13
rf_var,2071-2100SSP585,querVar,querVar-Zone5,5,38191.0515690112,38191.0515690098,3.75314004487177e-14
rf_var,2071-2100SSP585,querVar,querVar-Zone7,7,99669.9941668286,99669.9941668256,3.03682005081099e-14
rf_var,2071-2100SSP585,robiPse,robiPse-Zone12,12,356773.906970003,356773.906970153,4.19132335535983e-13
rf_var,2071-2100SSP585,robiPse,robiPse-Zone27,27,835485.499991021,835485.499989477,1.84762891449893e-12
rf_var,2071-2100SSP585,robiPse,robiPse-Zone3,3,221810.404449178,221810.404449176,8.13504439883452e-15
rf_var,2071-2100SSP585,robiPse,robiPse-Zone33,33,190427.240647638,190427.240647703,3.43266031600781e-13
rf_var,2071-2100SSP585,robiPse,robiPse-Zone37,37,26186.2740255718,26186.2740255723,1.93108440586822e-14
rf_var,2071-2100SSP585,robiPse,robiPse-Zone41,41,12249.2475061079,12249.2475061079,1.9304746870618e-15
rf_var,2071-2100SSP585,robiPse,robiPse-Zone7,7,99669.9941668286,99669.9941668256,3.03682005081099e-14
rf_var,2071-2100SSP585,saliMat,saliMat-Zone27,27,835485.499991021,835485.499989477,1.84762891449893e-12
rf_var,2071-2100SSP585,saliMat,saliMat-Zone3,3,221810.404449178,221810.404449176,8.13504439883452e-15
rf_var,2071-2100SSP585,saliMat,saliMat-Zone37,37,26186.2740255718,26186.2740255723,1.93108440586822e-14
