method,method_label,niche,zone,probability_threshold,sampling,n_test,presence,absence,n_variables,variables,TP,TN,FP,FN,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,tss,auc
mf_var,Plain MF RF,soil,10,0.5,all presence + equal modeled-zone absence,5612,2806,2806,9,"T_OC,T_SILT,T_PH_H2O,T_BS,T_CLAY,T_TEB,T_REF_BULK_DENSITY,T_CEC_CLAY,T_CEC_SOIL",2339,2319,487,467,0.830007127583749,0.830007127583749,0.833570919458304,0.826443335709195,0.827671620665251,0.830610795454546,0.660014255167498,0.849072588572802
mf_var,Plain MF RF,soil,11,0.5,all presence + equal modeled-zone absence,5394,2697,2697,9,"T_GRAVEL,T_REF_BULK_DENSITY,T_TEB,T_CEC_SOIL,T_SAND,T_SILT,T_PH_H2O,T_OC,T_CEC_CLAY",2347,2135,562,350,0.830923248053393,0.830923248053393,0.870226177233964,0.791620318872822,0.80680646270196,0.837317160185516,0.661846496106785,0.884892289583078
mf_var,Plain MF RF,soil,12,0.5,all presence + equal modeled-zone absence,5674,2837,2837,9,"T_CLAY,T_CEC_SOIL,T_SILT,T_BS,T_REF_BULK_DENSITY,T_TEB,T_PH_H2O,T_OC,T_CEC_CLAY",2411,2128,709,426,0.799964751498061,0.799964751498061,0.849841381741276,0.750088121254847,0.77275641025641,0.809467852946114,0.599929502996123,0.832147863800385
mf_var,Plain MF RF,soil,13,0.5,all presence + equal modeled-zone absence,5844,2922,2922,9,"T_CLAY,T_REF_BULK_DENSITY,T_SAND,T_PH_H2O,T_CEC_SOIL,T_CEC_CLAY,T_BS,T_TEB,T_OC",2632,2260,662,290,0.83709787816564,0.83709787816564,0.900752908966461,0.773442847364819,0.799028536733455,0.846846846846847,0.67419575633128,0.880317937841792
mf_var,Plain MF RF,soil,14,0.5,all presence + equal modeled-zone absence,4000,2000,2000,9,"T_SAND,T_SILT,T_PH_H2O,T_GRAVEL,T_TEB,T_OC,T_ESP,T_CEC_CLAY,T_CEC_SOIL",1834,1615,385,166,0.86225,0.86225,0.917,0.8075,0.826498422712934,0.869400331832188,0.7245,0.888844125
mf_var,Plain MF RF,soil,15,0.5,all presence + equal modeled-zone absence,5462,2731,2731,9,"T_CLAY,T_REF_BULK_DENSITY,T_GRAVEL,T_TEB,T_SAND,T_SILT,T_OC,T_CEC_CLAY,T_ESP",2435,2097,634,296,0.829732698645185,0.829732698645185,0.891614793116075,0.767850604174295,0.793418051482568,0.839655172413793,0.65946539729037,0.878019044666784
mf_var,Plain MF RF,soil,16,0.5,all presence + equal modeled-zone absence,5644,2822,2822,9,"T_CEC_CLAY,T_REF_BULK_DENSITY,T_SILT,T_PH_H2O,T_CEC_SOIL,T_CLAY,T_BS,T_TEB,T_OC",2617,2340,482,205,0.878277817150957,0.878277817150957,0.92735648476258,0.829199149539334,0.844465956760245,0.883972301976018,0.756555634301914,0.89382935083813
mf_var,Plain MF RF,soil,17,0.5,all presence + equal modeled-zone absence,998,499,499,9,"T_SAND,T_SILT,T_TEB,T_CASO4,T_CEC_CLAY,T_REF_BULK_DENSITY,T_OC,T_BS,T_GRAVEL",461,428,71,38,0.890781563126252,0.890781563126253,0.923847695390782,0.857715430861724,0.866541353383459,0.894277400581959,0.781563126252505,0.895709254179702
mf_var,Plain MF RF,soil,18,0.5,all presence + equal modeled-zone absence,5378,2689,2689,9,"T_PH_H2O,T_TEB,T_SILT,T_CEC_CLAY,T_BS,T_GRAVEL,T_CEC_SOIL,T_CLAY,T_OC",2181,2179,510,508,0.810710301227222,0.810710301227222,0.811082186686501,0.810338415767944,0.810479375696767,0.810780669144981,0.621420602454444,0.83792674340498
mf_var,Plain MF RF,soil,19,0.5,all presence + equal modeled-zone absence,4898,2449,2449,9,"T_SAND,T_GRAVEL,T_PH_H2O,T_ECE,T_REF_BULK_DENSITY,T_SILT,T_TEB,T_CACO3,T_OC",2162,2172,277,287,0.884850959575337,0.884850959575337,0.882809309922417,0.886892609228256,0.886428864288643,0.884615384615385,0.769701919150674,0.906294783530949
mf_var,Plain MF RF,soil,20,0.5,all presence + equal modeled-zone absence,5314,2657,2657,9,"T_ESP,T_CEC_CLAY,T_REF_BULK_DENSITY,T_OC,T_BS,T_CLAY,T_CEC_SOIL,T_ECE,T_GRAVEL",2545,2323,334,112,0.916070756492284,0.916070756492284,0.957847196085811,0.874294316898758,0.883987495658215,0.919436416184971,0.832141512984569,0.93329285917756
mf_var,Plain MF RF,soil,21,0.5,all presence + equal modeled-zone absence,5756,2878,2878,9,"T_CACO3,T_PH_H2O,T_TEB,T_SILT,T_REF_BULK_DENSITY,T_CLAY,T_CEC_SOIL,T_OC,T_CEC_CLAY",2776,2252,626,102,0.873523280055594,0.873523280055594,0.96455872133426,0.782487838776928,0.815990593768372,0.884076433121019,0.747046560111188,0.906731037160487
mf_var,Plain MF RF,soil,22,0.5,all presence + equal modeled-zone absence,4220,2110,2110,9,"T_CEC_CLAY,T_CEC_SOIL,T_PH_H2O,T_CLAY,T_ESP,T_TEB,T_SILT,T_OC,T_GRAVEL",1858,1729,381,252,0.85,0.85,0.880568720379147,0.819431279620853,0.829834747655203,0.854449298689354,0.7,0.884733496552189
mf_var,Plain MF RF,soil,23,0.5,all presence + equal modeled-zone absence,5722,2861,2861,9,"T_CEC_SOIL,T_CLAY,T_CACO3,T_PH_H2O,T_CASO4,T_GRAVEL,T_ESP,T_CEC_CLAY,T_OC",2676,2445,416,185,0.894966794826984,0.894966794826983,0.935337294652219,0.854596295001748,0.865459249676585,0.899042499580044,0.789933589653967,0.923581860748039
mf_var,Plain MF RF,soil,24,0.5,all presence + equal modeled-zone absence,5928,2964,2964,9,"T_CEC_CLAY,T_SAND,T_CLAY,T_CASO4,T_PH_H2O,T_TEB,T_SILT,T_REF_BULK_DENSITY,T_OC",2717,2465,499,247,0.874156545209177,0.874156545209177,0.916666666666667,0.831646423751687,0.844838308457712,0.879288025889968,0.748313090418354,0.90064802597431
mf_var,Plain MF RF,soil,25,0.5,all presence + equal modeled-zone absence,5582,2791,2791,9,"T_CEC_CLAY,T_REF_BULK_DENSITY,T_CEC_SOIL,T_TEB,T_CLAY,T_SILT,T_OC,T_PH_H2O,T_GRAVEL",2468,2122,669,323,0.822285919025439,0.822285919025439,0.884270870655679,0.760300967395199,0.786738922537456,0.832658569500675,0.644571838050878,0.890528315601114
mf_var,Plain MF RF,soil,26,0.5,all presence + equal modeled-zone absence,4296,2148,2148,9,"T_CEC_SOIL,T_CLAY,T_OC,T_SAND,T_CEC_CLAY,T_TEB,T_BS,T_PH_H2O,T_SILT",1848,1760,388,300,0.839851024208566,0.839851024208566,0.860335195530726,0.819366852886406,0.826475849731664,0.843065693430657,0.679702048417132,0.866867949571556
mf_var,Plain MF RF,soil,27,0.5,all presence + equal modeled-zone absence,5750,2875,2875,9,"T_BS,T_TEB,T_CEC_SOIL,T_SILT,T_CLAY,T_PH_H2O,T_OC,T_GRAVEL,T_CEC_CLAY",2521,2251,624,354,0.829913043478261,0.829913043478261,0.876869565217391,0.782956521739131,0.801589825119237,0.837541528239203,0.659826086956522,0.865062230623819
mf_var,Plain MF RF,soil,28,0.5,all presence + equal modeled-zone absence,4366,2183,2183,9,"T_GRAVEL,T_SAND,T_CEC_CLAY,T_OC,T_TEB,T_PH_H2O,T_CEC_SOIL,T_BS,T_SILT",1750,1565,618,433,0.75927622537792,0.75927622537792,0.801649106733852,0.716903344021988,0.73902027027027,0.769061744671501,0.518552450755841,0.795927028684779
mf_var,Plain MF RF,soil,29,0.5,all presence + equal modeled-zone absence,5278,2639,2639,9,"T_PH_H2O,T_CACO3,T_REF_BULK_DENSITY,T_CLAY,T_CEC_SOIL,T_ESP,T_CEC_CLAY,T_TEB,T_OC",2401,2312,327,238,0.892951875710496,0.892951875710496,0.909814323607427,0.876089427813566,0.880131964809384,0.894727035587852,0.785903751420993,0.926255122358662
mf_var,Plain MF RF,soil,30,0.5,all presence + equal modeled-zone absence,5756,2878,2878,9,"T_CLAY,T_PH_H2O,T_REF_BULK_DENSITY,T_OC,T_TEB,T_CEC_CLAY,T_SAND,T_SILT,T_BS",2626,2244,634,252,0.846073662265462,0.846073662265462,0.912439193884642,0.779708130646282,0.805521472392638,0.855653307266211,0.692147324530924,0.865722072167134
mf_var,Plain MF RF,soil,31,0.5,all presence + equal modeled-zone absence,5882,2941,2941,9,"T_BS,T_CEC_SOIL,T_SILT,T_TEB,T_PH_H2O,T_CEC_CLAY,T_OC,T_CLAY,T_GRAVEL",2745,2469,472,196,0.886433185991159,0.886433185991159,0.933356001360081,0.839510370622237,0.853279452906435,0.891523221825268,0.772866371982319,0.905324030424484
mf_var,Plain MF RF,soil,32,0.5,all presence + equal modeled-zone absence,4450,2225,2225,9,"T_CEC_CLAY,T_REF_BULK_DENSITY,T_OC,T_SAND,T_CLAY,T_TEB,T_CACO3,T_ESP,T_CASO4",1891,1856,369,334,0.842022471910113,0.842022471910113,0.849887640449438,0.834157303370787,0.836725663716814,0.843255295429209,0.684044943820225,0.904135134452721
mf_var,Plain MF RF,soil,33,0.5,all presence + equal modeled-zone absence,5846,2923,2923,9,"T_GRAVEL,T_TEB,T_CEC_SOIL,T_SAND,T_CEC_CLAY,T_CLAY,T_BS,T_REF_BULK_DENSITY,T_PH_H2O",2562,2327,596,361,0.836298323640096,0.836298323640096,0.876496749914472,0.79609989736572,0.811272957568081,0.842624568327578,0.672596647280192,0.894160637336757
mf_var,Plain MF RF,soil,34,0.5,all presence + equal modeled-zone absence,1898,949,949,9,"T_CEC_SOIL,T_CEC_CLAY,T_TEB,T_PH_H2O,T_CLAY,T_OC,T_SAND,T_BS,T_GRAVEL",861,797,152,88,0.873551106427819,0.873551106427819,0.9072708113804,0.839831401475237,0.84995064165844,0.877675840978593,0.747102212855638,0.900258827160974
mf_var,Plain MF RF,soil,35,0.5,all presence + equal modeled-zone absence,4034,2017,2017,9,"T_ECE,T_REF_BULK_DENSITY,T_CEC_CLAY,T_CACO3,T_CASO4,T_SAND,T_SILT,T_OC,T_TEB",1918,1790,227,99,0.919186911254338,0.919186911254338,0.950917203767972,0.887456618740704,0.894172494172494,0.921672272945699,0.838373822508676,0.930989047238286
mf_var,Plain MF RF,soil,36,0.5,all presence + equal modeled-zone absence,3574,1787,1787,9,"T_SAND,T_REF_BULK_DENSITY,T_BS,T_GRAVEL,T_OC,T_PH_H2O,T_CEC_CLAY,T_SILT,T_TEB",1698,1221,566,89,0.816731952993844,0.816731952993844,0.950195858981533,0.683268047006156,0.75,0.838311528017773,0.633463905987689,0.847071384484537
mf_var,Plain MF RF,soil,37,0.5,all presence + equal modeled-zone absence,5402,2701,2701,9,"T_BS,T_PH_H2O,T_CLAY,T_CEC_SOIL,T_TEB,T_SILT,T_GRAVEL,T_CEC_CLAY,T_OC",2316,2376,325,385,0.868567197334321,0.868567197334321,0.857460199925953,0.879674194742688,0.876940552820901,0.867090977162112,0.737134394668641,0.882998823505384
mf_var,Plain MF RF,soil,38,0.5,all presence + equal modeled-zone absence,3956,1978,1978,9,"T_ECE,T_CEC_SOIL,T_CLAY,T_REF_BULK_DENSITY,T_SILT,T_GRAVEL,T_OC,T_CACO3,T_SAND",1866,1886,92,112,0.948432760364004,0.948432760364004,0.943377148634985,0.953488372093023,0.953013278855975,0.948170731707317,0.896865520728008,0.95303418493213
mf_var,Plain MF RF,soil,39,0.5,all presence + equal modeled-zone absence,3562,1781,1781,9,"T_CLAY,T_PH_H2O,T_SAND,T_CEC_CLAY,T_REF_BULK_DENSITY,T_OC,T_CEC_SOIL,T_ESP,T_GRAVEL",1628,1347,434,153,0.835204941044357,0.835204941044357,0.914093206064009,0.756316676024705,0.789524733268671,0.847254748894093,0.670409882088714,0.84819627353552
mf_var,Plain MF RF,soil,40,0.5,all presence + equal modeled-zone absence,5680,2840,2840,9,"T_SAND,T_CLAY,T_REF_BULK_DENSITY,T_GRAVEL,T_BS,T_TEB,T_CEC_CLAY,T_OC,T_SILT",2488,2248,592,352,0.833802816901408,0.833802816901408,0.876056338028169,0.791549295774648,0.807792207792208,0.840540540540541,0.667605633802817,0.848210734477286
mf_var,Plain MF RF,soil,41,0.5,all presence + equal modeled-zone absence,4978,2489,2489,9,"T_SAND,T_SILT,T_REF_BULK_DENSITY,T_CEC_SOIL,T_CLAY,T_CEC_CLAY,T_PH_H2O,T_OC,T_TEB",2071,2170,319,418,0.851948573724387,0.851948573724387,0.83206106870229,0.871836078746485,0.86652719665272,0.848944455831113,0.703897147448775,0.881106438437603
mf_var,Plain MF RF,soil,42,0.5,all presence + equal modeled-zone absence,5468,2734,2734,9,"T_REF_BULK_DENSITY,T_TEB,T_PH_H2O,T_SILT,T_OC,T_CLAY,T_ESP,T_GRAVEL,T_CEC_CLAY",2601,2333,401,133,0.902340892465252,0.902340892465252,0.951353328456474,0.853328456474031,0.866422385076616,0.906903765690376,0.804681784930505,0.915088599547597
mf_var,Plain MF RF,soil,43,0.5,all presence + equal modeled-zone absence,2006,1003,1003,9,"T_BS,T_SAND,T_GRAVEL,T_CEC_CLAY,T_REF_BULK_DENSITY,T_TEB,T_CLAY,T_CEC_SOIL,T_OC",927,881,122,76,0.901296111665005,0.901296111665005,0.924227318045862,0.878364905284148,0.883698760724499,0.903508771929825,0.80259222333001,0.92732619688293
mf_var,Plain MF RF,soil,44,0.5,all presence + equal modeled-zone absence,5648,2824,2824,9,"T_TEB,T_GRAVEL,T_BS,T_ESP,T_CLAY,T_OC,T_SILT,T_REF_BULK_DENSITY,T_CEC_CLAY",2470,2216,608,354,0.829674220963173,0.829674220963173,0.874645892351275,0.784702549575071,0.802469135802469,0.837004405286344,0.659348441926346,0.839356068281585
