zoneID,method,scenario,period,ssp,normal_assigned_area_km2,future_assigned_area_km2,area_change_km2,percent_change,change_direction,rank_gain,rank_loss,rank_absolute_change,zone_name,baseline_definition
22,rf_var,2041-2070SSP245,2041-2070,SSP245,67936.0341678945,5689.08613520182,-62246.9480326927,-91.6258194861036,loss,,10,17,Alpine cushion vegetation,normal-period assigned map on the same common-valid cells
46,rf_var,2041-2070SSP245,2041-2070,SSP245,129553.110410288,189217.579514027,59664.4691037391,46.0540614692962,gain,8,,18,Subalpine sclerophyllous broadleaf evergreen scrubs,normal-period assigned map on the same common-valid cells
6,rf_var,2041-2070SSP245,2041-2070,SSP245,60239.6197023859,4128.01602103882,-56111.603681347,-93.1473405020926,loss,,11,19,Cold-temperate and temperate marshes,normal-period assigned map on the same common-valid cells
4,rf_var,2041-2070SSP245,2041-2070,SSP245,59964.6750406675,5251.31849749266,-54713.3565431748,-91.2426466183111,loss,,12,20,"Grass, Carex and forb swamp meadows",normal-period assigned map on the same common-valid cells
18,rf_var,2041-2070SSP245,2041-2070,SSP245,116922.464943229,171528.327390677,54605.862447448,46.7026267997015,gain,9,,21,Subalpine broadleaf deciduous scrubs,normal-period assigned map on the same common-valid cells
36,rf_var,2041-2070SSP245,2041-2070,SSP245,101251.209033372,48337.0683932705,-52914.1406401012,-52.2602556011564,loss,,13,22,Broadleaf evergreen and deciduous mixed forests in subtropical zone,normal-period assigned map on the same common-valid cells
24,rf_var,2041-2070SSP245,2041-2070,SSP245,449141.154359142,499196.31786539,50055.1635062472,11.1446397241572,gain,10,,23,Semi-shrub and dwarf semi-shrub deserts,normal-period assigned map on the same common-valid cells
35,rf_var,2041-2070SSP245,2041-2070,SSP245,48133.0964743728,530.909342977604,-47602.1871313952,-98.8969973222889,loss,,14,24,Steppe shrub deserts,normal-period assigned map on the same common-valid cells
45,rf_var,2041-2070SSP245,2041-2070,SSP245,45423.1558171277,92016.5331168242,46593.3772996965,102.576266359123,gain,11,,25,Subalpine needleleaf evergreen scrubs,normal-period assigned map on the same common-valid cells
29,rf_var,2041-2070SSP245,2041-2070,SSP245,125665.027370621,79405.4477515661,-46259.5796190549,-36.8118167695317,loss,,15,26,Dwarf semi-arboreous deserts,normal-period assigned map on the same common-valid cells
9,rf_var,2041-2070SSP245,2041-2070,SSP245,45209.082366187,2194.28747818059,-43014.7948880064,-95.1463569633925,loss,,16,27,Needleleaf and deciduous broadleaf mixed forests in temperate zone,normal-period assigned map on the same common-valid cells
44,rf_var,2041-2070SSP245,2041-2070,SSP245,275169.247432451,232491.076071635,-42678.1713608168,-15.5097896145875,loss,,17,28,Broadleaf evergreen and deciduous scrubs in subtropical and tropical zones,normal-period assigned map on the same common-valid cells
16,rf_var,2041-2070SSP245,2041-2070,SSP245,503564.207353792,462415.252272671,-41148.9550811211,-8.17154088400308,loss,,18,29,Kobresia spp. and forb high-cold meadows,normal-period assigned map on the same common-valid cells
14,rf_var,2041-2070SSP245,2041-2070,SSP245,57800.1015892959,17062.3563961656,-40737.7451931303,-70.4804041394187,loss,,19,30,Microphyllous deciduous woodlands in temperate zone,normal-period assigned map on the same common-valid cells
41,rf_var,2041-2070SSP245,2041-2070,SSP245,100442.41819552,64857.4520818584,-35584.9661136614,-35.4282251990312,loss,,20,31,Temperate grasslands,normal-period assigned map on the same common-valid cells
38,rf_var,2041-2070SSP245,2041-2070,SSP245,35504.492649986,1105.00727011341,-34399.4853798726,-96.8876973373288,loss,,21,32,Annual herb deserts,normal-period assigned map on the same common-valid cells
10,rf_var,2041-2070SSP245,2041-2070,SSP245,118901.276657665,152756.621912315,33855.3452546494,28.4734917961596,gain,12,,33,Needleleaf forests on mountains in subtropical and tropical zones,normal-period assigned map on the same common-valid cells
32,rf_var,2041-2070SSP245,2041-2070,SSP245,73594.3508926855,45470.0207597875,-28124.330132898,-38.2153382586505,loss,,22,34,Succulent halophytic dwarf semi-shrub deserts,normal-period assigned map on the same common-valid cells
28,rf_var,2041-2070SSP245,2041-2070,SSP245,76289.3427166478,49002.2224662338,-27287.120250414,-35.7679320318215,loss,,23,35,Broadleaf deciduous forests in subtropical zone,normal-period assigned map on the same common-valid cells
31,rf_var,2041-2070SSP245,2041-2070,SSP245,524812.859136397,547705.818189848,22892.9590534505,4.36211854471742,gain,13,,36,Grass and Carex spp. high-cold steppes,normal-period assigned map on the same common-valid cells
5,rf_var,2041-2070SSP245,2041-2070,SSP245,106671.426355802,127970.031004657,21298.604648855,19.966550909157,gain,14,,37,Grass and forb meadows,normal-period assigned map on the same common-valid cells
54,rf_var,2041-2070SSP245,2041-2070,SSP245,19295.7856753856,227.664411724054,-19068.1212636615,-98.8201340149913,loss,,24,38,Tropical mangroves,normal-period assigned map on the same common-valid cells
40,rf_var,2041-2070SSP245,2041-2070,SSP245,256176.678426151,239106.82129068,-17069.8571354713,-6.66331425652864,loss,,25,39,Subtropical and tropical grasslands,normal-period assigned map on the same common-valid cells
43,rf_var,2041-2070SSP245,2041-2070,SSP245,16783.3114665698,841.276223761189,-15942.0352428087,-94.9874241121194,loss,,26,40,High-cold marshes,normal-period assigned map on the same common-valid cells
49,rf_var,2041-2070SSP245,2041-2070,SSP245,151601.336740611,136730.239554996,-14871.0971856145,-9.80934436683692,loss,,27,41,Broadleaf evergreen forests in subtropical zone,normal-period assigned map on the same common-valid cells
3,rf_var,2041-2070SSP245,2041-2070,SSP245,285428.367653058,271632.094911435,-13796.2727416231,-4.83353243935189,loss,,28,42,Broadleaf deciduous forests in temperate zone,normal-period assigned map on the same common-valid cells
55,rf_var,2041-2070SSP245,2041-2070,SSP245,17371.5161680527,6899.56320577968,-10471.952962273,-60.2823199827058,loss,,29,43,Tropical monsoon forests,normal-period assigned map on the same common-valid cells
15,rf_var,2041-2070SSP245,2041-2070,SSP245,164882.302017432,173725.278402758,8842.9763853265,5.36320531502016,gain,15,,44,Grass and forb halophytic meadows,normal-period assigned map on the same common-valid cells
48,rf_var,2041-2070SSP245,2041-2070,SSP245,7672.97278911419,432.073539740422,-7240.89924937377,-94.3688899776445,loss,,30,45,Subtropical and tropical marshes,normal-period assigned map on the same common-valid cells
25,rf_var,2041-2070SSP245,2041-2070,SSP245,200280.065005528,206260.245985287,5980.18097975821,2.98590924643106,gain,16,,46,Temperate tufted low grass and nano-semi-shrub desert steppes,normal-period assigned map on the same common-valid cells
34,rf_var,2041-2070SSP245,2041-2070,SSP245,17434.5163628957,11950.0615833798,-5484.45477951593,-31.4574529362225,loss,,31,47,"Needleleaf, evergreen and deciduous broadleaf mixed forests on mountains in subtropical zone",normal-period assigned map on the same common-valid cells
17,rf_var,2041-2070SSP245,2041-2070,SSP245,5940.17111927843,561.270542950914,-5378.90057632751,-90.5512731589609,loss,,32,48,Alpine tundra,normal-period assigned map on the same common-valid cells
50,rf_var,2041-2070SSP245,2041-2070,SSP245,13051.606977689,17582.9581157906,4531.35113810166,34.7187219615774,gain,17,,49,Evergreen xeromorphic succulent thorny scrubs in subtropical and tropical zones,normal-period assigned map on the same common-valid cells
1,rf_var,2041-2070SSP245,2041-2070,SSP245,29364.8407776137,32414.400831794,3049.56005418036,10.3850726699843,gain,18,,50,One year one ripe fields with cold-tolerant crops of short growth duration,normal-period assigned map on the same common-valid cells
19,rf_var,2041-2070SSP245,2041-2070,SSP245,386966.684471236,389154.237002539,2187.55253130227,0.565307717456713,gain,19,,51,No vegetation,normal-period assigned map on the same common-valid cells
7,rf_var,2041-2070SSP245,2041-2070,SSP245,168880.664535446,167241.286045414,-1639.37849003193,-0.97073190382185,loss,,33,52,Deciduous scrubs in temperate zone,normal-period assigned map on the same common-valid cells
52,rf_var,2041-2070SSP245,2041-2070,SSP245,37456.7833352859,38556.6225263335,1099.83919104756,2.93628841858256,gain,20,,53,Tropical rain forests,normal-period assigned map on the same common-valid cells
39,rf_var,2041-2070SSP245,2041-2070,SSP245,52664.1393994252,52260.9493682923,-403.190031132843,-0.765587429569282,loss,,34,54,Sclerophyllous broadleaf evergreen forests in subtropical zone,normal-period assigned map on the same common-valid cells
21,rf_var,2071-2100SSP245,2071-2100,SSP245,388739.311012925,1096111.63403586,707372.323022932,181.965729470415,gain,1,,1,One year two ripes or three ripes grain fields; evergreen orchards and subtropical economic tree plantations,normal-period assigned map on the same common-valid cells
99,rf_var,2071-2100SSP245,2071-2100,SSP245,0,486365.094333511,486365.094333511,,gain,2,,2,Novel zone,normal-period assigned map on the same common-valid cells
30,rf_var,2071-2100SSP245,2071-2100,SSP245,351150.132687092,119289.458741252,-231860.673945839,-66.0289296124087,loss,,1,3,Needleleaf forests in subtropical zone,normal-period assigned map on the same common-valid cells
27,rf_var,2071-2100SSP245,2071-2100,SSP245,488626.388810408,696630.966219854,208004.577409447,42.5692476241095,gain,3,,4,Two years three ripes or one year two ripes grain fields and deciduous orchards,normal-period assigned map on the same common-valid cells
20,rf_var,2071-2100SSP245,2071-2100,SSP245,293806.225048227,88880.938176279,-204925.286871948,-69.7484496246839,loss,,2,5,Alpine sparse vegetation,normal-period assigned map on the same common-valid cells
47,rf_var,2071-2100SSP245,2071-2100,SSP245,266275.522189286,80677.586374439,-185597.935814847,-69.7014634649413,loss,,3,6,One year two ripes grain fields; evergreen and deciduous orchards; economic tree plantations,normal-period assigned map on the same common-valid cells
13,rf_var,2071-2100SSP245,2071-2100,SSP245,338535.309596355,169350.699520454,-169184.610075901,-49.9754694060199,loss,,4,7,Temperate tufted grass steppes,normal-period assigned map on the same common-valid cells
53,rf_var,2071-2100SSP245,2071-2100,SSP245,76651.0033234221,220451.532347427,143800.529024005,187.604235807914,gain,4,,8,One year three ripes grain fields; tropical evergreen orchards and economic tree plantations,normal-period assigned map on the same common-valid cells
42,rf_var,2071-2100SSP245,2071-2100,SSP245,176239.054839,33627.8592090203,-142611.195629979,-80.9191786464468,loss,,5,9,Cushion nano-semi-shrub high-cold deserts,normal-period assigned map on the same common-valid cells
18,rf_var,2071-2100SSP245,2071-2100,SSP245,116922.464943228,242492.439423658,125569.97448043,107.395935025318,gain,5,,10,Subalpine broadleaf deciduous scrubs,normal-period assigned map on the same common-valid cells
16,rf_var,2071-2100SSP245,2071-2100,SSP245,503564.207353807,382426.258285304,-121137.949068503,-24.0561079003359,loss,,6,11,Kobresia spp. and forb high-cold meadows,normal-period assigned map on the same common-valid cells
2,rf_var,2071-2100SSP245,2071-2100,SSP245,143659.468609705,26316.4258046957,-117343.042805009,-81.6813844159536,loss,,7,12,Needleleaf forests in cold-temperate zone and on mountains in temperate zone,normal-period assigned map on the same common-valid cells
19,rf_var,2071-2100SSP245,2071-2100,SSP245,386966.684471385,497349.547958657,110382.863487273,28.5251593785292,gain,6,,13,No vegetation,normal-period assigned map on the same common-valid cells
37,rf_var,2071-2100SSP245,2071-2100,SSP245,137338.605276895,37064.5821136898,-100274.023163205,-73.0122626198496,loss,,8,14,Needleleaf forests in temperate zone,normal-period assigned map on the same common-valid cells
12,rf_var,2071-2100SSP245,2071-2100,SSP245,213372.680175947,309918.008388992,96545.3282130446,45.2472772678458,gain,7,,15,One year one ripe grain fields and cold-tolerant economic crop fields,normal-period assigned map on the same common-valid cells
46,rf_var,2071-2100SSP245,2071-2100,SSP245,129553.110410286,219995.912204738,90442.8017944514,69.8113704163683,gain,8,,16,Subalpine sclerophyllous broadleaf evergreen scrubs,normal-period assigned map on the same common-valid cells
26,rf_var,2071-2100SSP245,2071-2100,SSP245,82135.6445600201,5866.07046661916,-76269.5740934009,-92.8580697235138,loss,,9,17,Bamboo forests and scrubs in subtropical and tropical zones,normal-period assigned map on the same common-valid cells
29,rf_var,2071-2100SSP245,2071-2100,SSP245,125665.027370609,60150.5350210969,-65514.4923495117,-52.1342283691212,loss,,10,18,Dwarf semi-arboreous deserts,normal-period assigned map on the same common-valid cells
22,rf_var,2071-2100SSP245,2071-2100,SSP245,67936.0341678938,2948.22709925402,-64987.8070686398,-95.6602896601708,loss,,11,19,Alpine cushion vegetation,normal-period assigned map on the same common-valid cells
11,rf_var,2071-2100SSP245,2071-2100,SSP245,111338.855250929,46405.8417086772,-64933.0135422519,-58.3201734883205,loss,,12,20,Temperate grass and forb meadow steppes,normal-period assigned map on the same common-valid cells
36,rf_var,2071-2100SSP245,2071-2100,SSP245,101251.209033372,38784.8172928959,-62466.3917404761,-61.6944650210423,loss,,13,21,Broadleaf evergreen and deciduous mixed forests in subtropical zone,normal-period assigned map on the same common-valid cells
6,rf_var,2071-2100SSP245,2071-2100,SSP245,60239.6197023873,652.185999672046,-59587.4337027152,-98.9173470833745,loss,,14,22,Cold-temperate and temperate marshes,normal-period assigned map on the same common-valid cells
41,rf_var,2071-2100SSP245,2071-2100,SSP245,100442.418195522,41770.2131162559,-58672.2050792658,-58.4137719235853,loss,,15,23,Temperate grasslands,normal-period assigned map on the same common-valid cells
33,rf_var,2071-2100SSP245,2071-2100,SSP245,267899.667111253,324112.452543301,56212.7854320473,20.9827753943058,gain,9,,24,One year one ripe grain fields and cold-tolerant economic crop fields; deciduous orchards,normal-period assigned map on the same common-valid cells
4,rf_var,2071-2100SSP245,2071-2100,SSP245,59964.6750406679,3889.01851483388,-56075.656525834,-93.5144841322056,loss,,16,25,"Grass, Carex and forb swamp meadows",normal-period assigned map on the same common-valid cells
25,rf_var,2071-2100SSP245,2071-2100,SSP245,200280.065005524,255532.059211473,55251.9942059491,27.5873658241649,gain,10,,26,Temperate tufted low grass and nano-semi-shrub desert steppes,normal-period assigned map on the same common-valid cells
31,rf_var,2071-2100SSP245,2071-2100,SSP245,524812.859136369,472966.076476304,-51846.7826600649,-9.87909914124131,loss,,17,27,Grass and Carex spp. high-cold steppes,normal-period assigned map on the same common-valid cells
10,rf_var,2071-2100SSP245,2071-2100,SSP245,118901.276657665,167526.472077698,48625.1954200328,40.8954359338227,gain,11,,28,Needleleaf forests on mountains in subtropical and tropical zones,normal-period assigned map on the same common-valid cells
35,rf_var,2071-2100SSP245,2071-2100,SSP245,48133.0964743727,299.801520236681,-47833.294954136,-99.3771405909938,loss,,18,29,Steppe shrub deserts,normal-period assigned map on the same common-valid cells
14,rf_var,2071-2100SSP245,2071-2100,SSP245,57800.1015892954,12471.1570454248,-45328.9445438706,-78.423641650252,loss,,19,30,Microphyllous deciduous woodlands in temperate zone,normal-period assigned map on the same common-valid cells
9,rf_var,2071-2100SSP245,2071-2100,SSP245,45209.0823661869,1308.12434066884,-43900.958025518,-97.1065010121789,loss,,20,31,Needleleaf and deciduous broadleaf mixed forests in temperate zone,normal-period assigned map on the same common-valid cells
44,rf_var,2071-2100SSP245,2071-2100,SSP245,275169.247432434,231500.230969613,-43669.0164628213,-15.8698753113914,loss,,21,32,Broadleaf evergreen and deciduous scrubs in subtropical and tropical zones,normal-period assigned map on the same common-valid cells
45,rf_var,2071-2100SSP245,2071-2100,SSP245,45423.1558171278,85519.1050930952,40095.9492759674,88.2720466129488,gain,12,,33,Subalpine needleleaf evergreen scrubs,normal-period assigned map on the same common-valid cells
32,rf_var,2071-2100SSP245,2071-2100,SSP245,73594.350892686,36813.1754005253,-36781.1754921608,-49.9782592631253,loss,,22,34,Succulent halophytic dwarf semi-shrub deserts,normal-period assigned map on the same common-valid cells
38,rf_var,2071-2100SSP245,2071-2100,SSP245,35504.4926499857,147.490354692757,-35357.002295293,-99.5845867841381,loss,,23,35,Annual herb deserts,normal-period assigned map on the same common-valid cells
23,rf_var,2071-2100SSP245,2071-2100,SSP245,211920.047322728,247208.475031052,35288.4277083232,16.6517647358691,gain,13,,36,Shrub deserts,normal-period assigned map on the same common-valid cells
28,rf_var,2071-2100SSP245,2071-2100,SSP245,76289.3427166477,45251.6708432316,-31037.6718734161,-40.6841516366128,loss,,24,37,Broadleaf deciduous forests in subtropical zone,normal-period assigned map on the same common-valid cells
24,rf_var,2071-2100SSP245,2071-2100,SSP245,449141.154359176,472859.953367056,23718.7990078797,5.2809231079528,gain,14,,38,Semi-shrub and dwarf semi-shrub deserts,normal-period assigned map on the same common-valid cells
40,rf_var,2071-2100SSP245,2071-2100,SSP245,256176.67842613,236145.410412074,-20031.2680140565,-7.81931756517507,loss,,25,39,Subtropical and tropical grasslands,normal-period assigned map on the same common-valid cells
54,rf_var,2071-2100SSP245,2071-2100,SSP245,19295.7856753854,32.5246311091729,-19263.2610442763,-99.8314417891226,loss,,26,40,Tropical mangroves,normal-period assigned map on the same common-valid cells
43,rf_var,2071-2100SSP245,2071-2100,SSP245,16783.3114665699,121.832997451273,-16661.4784691186,-99.2740824854859,loss,,27,41,High-cold marshes,normal-period assigned map on the same common-valid cells
7,rf_var,2071-2100SSP245,2071-2100,SSP245,168880.664535444,153007.368365039,-15873.2961704049,-9.39911991350165,loss,,28,42,Deciduous scrubs in temperate zone,normal-period assigned map on the same common-valid cells
5,rf_var,2071-2100SSP245,2071-2100,SSP245,106671.426355803,95682.0726015942,-10989.3537542086,-10.3020594451916,loss,,29,43,Grass and forb meadows,normal-period assigned map on the same common-valid cells
55,rf_var,2071-2100SSP245,2071-2100,SSP245,17371.5161680526,7541.62352722675,-9829.89264082586,-56.586267690921,loss,,30,44,Tropical monsoon forests,normal-period assigned map on the same common-valid cells
3,rf_var,2071-2100SSP245,2071-2100,SSP245,285428.367653053,277213.485590238,-8214.88206281542,-2.87808886354311,loss,,31,45,Broadleaf deciduous forests in temperate zone,normal-period assigned map on the same common-valid cells
48,rf_var,2071-2100SSP245,2071-2100,SSP245,7672.97278911418,207.439901499253,-7465.53288761493,-97.2964858966586,loss,,32,46,Subtropical and tropical marshes,normal-period assigned map on the same common-valid cells
52,rf_var,2071-2100SSP245,2071-2100,SSP245,37456.7833352856,44891.2180311281,7434.43469584246,19.8480329431784,gain,15,,47,Tropical rain forests,normal-period assigned map on the same common-valid cells
17,rf_var,2071-2100SSP245,2071-2100,SSP245,5940.1711192784,178.238754045064,-5761.93236523333,-96.9994340151818,loss,,33,48,Alpine tundra,normal-period assigned map on the same common-valid cells
34,rf_var,2071-2100SSP245,2071-2100,SSP245,17434.5163628957,11757.8114282541,-5676.70493464159,-32.5601514632366,loss,,34,49,"Needleleaf, evergreen and deciduous broadleaf mixed forests on mountains in subtropical zone",normal-period assigned map on the same common-valid cells
49,rf_var,2071-2100SSP245,2071-2100,SSP245,151601.336740607,146788.053476867,-4813.28326373966,-3.17496096487283,loss,,35,50,Broadleaf evergreen forests in subtropical zone,normal-period assigned map on the same common-valid cells
50,rf_var,2071-2100SSP245,2071-2100,SSP245,13051.606977689,17534.9944176095,4483.38743992055,34.3512292975468,gain,16,,51,Evergreen xeromorphic succulent thorny scrubs in subtropical and tropical zones,normal-period assigned map on the same common-valid cells
1,rf_var,2071-2100SSP245,2071-2100,SSP245,29364.8407776137,33134.3610001978,3769.52022258418,12.836848839507,gain,17,,52,One year one ripe fields with cold-tolerant crops of short growth duration,normal-period assigned map on the same common-valid cells
39,rf_var,2071-2100SSP245,2071-2100,SSP245,52664.1393994241,49656.4228626279,-3007.71653679617,-5.71112823848606,loss,,36,53,Sclerophyllous broadleaf evergreen forests in subtropical zone,normal-period assigned map on the same common-valid cells
15,rf_var,2071-2100SSP245,2071-2100,SSP245,164882.30201743,166303.056772131,1420.7547547007,0.861678140902294,gain,18,,54,Grass and forb halophytic meadows,normal-period assigned map on the same common-valid cells
21,rf_var,2011-2040SSP585,2011-2040,SSP585,388739.311012917,688895.536745926,300156.225733008,77.2127277148553,gain,1,,1,One year two ripes or three ripes grain fields; evergreen orchards and subtropical economic tree plantations,normal-period assigned map on the same common-valid cells
23,rf_var,2011-2040SSP585,2011-2040,SSP585,211920.047322758,453565.020382444,241644.973059686,114.026481266143,gain,2,,2,Shrub deserts,normal-period assigned map on the same common-valid cells
99,rf_var,2011-2040SSP585,2011-2040,SSP585,0,173998.759846358,173998.759846358,,gain,3,,3,Novel zone,normal-period assigned map on the same common-valid cells
27,rf_var,2011-2040SSP585,2011-2040,SSP585,488626.38881037,637243.795733658,148617.406923288,30.4153460244172,gain,4,,4,Two years three ripes or one year two ripes grain fields and deciduous orchards,normal-period assigned map on the same common-valid cells
20,rf_var,2011-2040SSP585,2011-2040,SSP585,293806.225048226,151401.616329541,-142404.608718685,-48.4688875109132,loss,,1,5,Alpine sparse vegetation,normal-period assigned map on the same common-valid cells
30,rf_var,2011-2040SSP585,2011-2040,SSP585,351150.132687206,234008.502745769,-117141.629941438,-33.3594149730207,loss,,2,6,Needleleaf forests in subtropical zone,normal-period assigned map on the same common-valid cells
2,rf_var,2011-2040SSP585,2011-2040,SSP585,143659.468609706,54192.5465880226,-89466.9220216831,-62.2770798803015,loss,,3,7,Needleleaf forests in cold-temperate zone and on mountains in temperate zone,normal-period assigned map on the same common-valid cells
42,rf_var,2011-2040SSP585,2011-2040,SSP585,176239.05483899,92678.4082503671,-83560.6465886227,-47.4132403087175,loss,,4,8,Cushion nano-semi-shrub high-cold deserts,normal-period assigned map on the same common-valid cells
11,rf_var,2011-2040SSP585,2011-2040,SSP585,111338.855250929,41804.9007893173,-69533.9544616117,-62.4525501945391,loss,,5,9,Temperate grass and forb meadow steppes,normal-period assigned map on the same common-valid cells
53,rf_var,2011-2040SSP585,2011-2040,SSP585,76651.0033234251,140237.03208351,63586.0287600851,82.9552465109778,gain,5,,10,One year three ripes grain fields; tropical evergreen orchards and economic tree plantations,normal-period assigned map on the same common-valid cells
31,rf_var,2011-2040SSP585,2011-2040,SSP585,524812.859136397,587080.922899168,62268.0637627716,11.8648128906819,gain,6,,11,Grass and Carex spp. high-cold steppes,normal-period assigned map on the same common-valid cells
37,rf_var,2011-2040SSP585,2011-2040,SSP585,137338.605276917,75896.6468877533,-61441.9583891634,-44.7375727059974,loss,,6,12,Needleleaf forests in temperate zone,normal-period assigned map on the same common-valid cells
33,rf_var,2011-2040SSP585,2011-2040,SSP585,267899.667111279,326071.934942983,58172.2678317042,21.7141993713419,gain,7,,13,One year one ripe grain fields and cold-tolerant economic crop fields; deciduous orchards,normal-period assigned map on the same common-valid cells
22,rf_var,2011-2040SSP585,2011-2040,SSP585,67936.034167894,10969.9607103332,-56966.0734575608,-83.852515318715,loss,,7,14,Alpine cushion vegetation,normal-period assigned map on the same common-valid cells
26,rf_var,2011-2040SSP585,2011-2040,SSP585,82135.644560019,25171.0867205502,-56964.5578394688,-69.3542470441601,loss,,8,15,Bamboo forests and scrubs in subtropical and tropical zones,normal-period assigned map on the same common-valid cells
13,rf_var,2011-2040SSP585,2011-2040,SSP585,338535.309596333,283026.613122126,-55508.6964742065,-16.3967228530444,loss,,9,16,Temperate tufted grass steppes,normal-period assigned map on the same common-valid cells
35,rf_var,2011-2040SSP585,2011-2040,SSP585,48133.0964743738,2263.42805923842,-45869.6684151353,-95.2975639943641,loss,,10,17,Steppe shrub deserts,normal-period assigned map on the same common-valid cells
36,rf_var,2011-2040SSP585,2011-2040,SSP585,101251.209033373,56053.1339603234,-45198.0750730497,-44.6395411023212,loss,,11,18,Broadleaf evergreen and deciduous mixed forests in subtropical zone,normal-period assigned map on the same common-valid cells
12,rf_var,2011-2040SSP585,2011-2040,SSP585,213372.680175981,254016.760227874,40644.0800518932,19.0483992694715,gain,8,,19,One year one ripe grain fields and cold-tolerant economic crop fields,normal-period assigned map on the same common-valid cells
9,rf_var,2011-2040SSP585,2011-2040,SSP585,45209.0823661851,4907.58046686849,-40301.5018993166,-89.1447023252584,loss,,12,20,Needleleaf and deciduous broadleaf mixed forests in temperate zone,normal-period assigned map on the same common-valid cells
44,rf_var,2011-2040SSP585,2011-2040,SSP585,275169.247432433,235171.708149917,-39997.5392825156,-14.5356138651856,loss,,13,21,Broadleaf evergreen and deciduous scrubs in subtropical and tropical zones,normal-period assigned map on the same common-valid cells
38,rf_var,2011-2040SSP585,2011-2040,SSP585,35504.4926499862,4618.5688711226,-30885.9237788636,-86.9915931016004,loss,,14,22,Annual herb deserts,normal-period assigned map on the same common-valid cells
29,rf_var,2011-2040SSP585,2011-2040,SSP585,125665.027370621,95021.2142430197,-30643.8131276008,-24.3853152852335,loss,,15,23,Dwarf semi-arboreous deserts,normal-period assigned map on the same common-valid cells
45,rf_var,2011-2040SSP585,2011-2040,SSP585,45423.1558171281,75138.1747623872,29715.0189452591,65.4182176704997,gain,9,,24,Subalpine needleleaf evergreen scrubs,normal-period assigned map on the same common-valid cells
14,rf_var,2011-2040SSP585,2011-2040,SSP585,57800.1015892957,29309.4113425076,-28490.6902467881,-49.2917650028222,loss,,16,25,Microphyllous deciduous woodlands in temperate zone,normal-period assigned map on the same common-valid cells
19,rf_var,2011-2040SSP585,2011-2040,SSP585,386966.684471231,358685.711448488,-28280.9730227428,-7.30837412047171,loss,,17,26,No vegetation,normal-period assigned map on the same common-valid cells
4,rf_var,2011-2040SSP585,2011-2040,SSP585,59964.6750406681,31976.4729970193,-27988.2020436488,-46.6744829762976,loss,,18,27,"Grass, Carex and forb swamp meadows",normal-period assigned map on the same common-valid cells
47,rf_var,2011-2040SSP585,2011-2040,SSP585,266275.522189294,293551.332031074,27275.8098417801,10.243453704464,gain,10,,28,One year two ripes grain fields; evergreen and deciduous orchards; economic tree plantations,normal-period assigned map on the same common-valid cells
49,rf_var,2011-2040SSP585,2011-2040,SSP585,151601.336740615,127341.06506219,-24260.2716784251,-16.0026766254269,loss,,19,29,Broadleaf evergreen forests in subtropical zone,normal-period assigned map on the same common-valid cells
46,rf_var,2011-2040SSP585,2011-2040,SSP585,129553.110410278,153687.262784313,24134.1523740348,18.6287710867034,gain,11,,30,Subalpine sclerophyllous broadleaf evergreen scrubs,normal-period assigned map on the same common-valid cells
18,rf_var,2011-2040SSP585,2011-2040,SSP585,116922.464943232,140679.018018258,23756.5530750261,20.3182109499319,gain,12,,31,Subalpine broadleaf deciduous scrubs,normal-period assigned map on the same common-valid cells
24,rf_var,2011-2040SSP585,2011-2040,SSP585,449141.154359095,428091.909676331,-21049.2446827636,-4.68655443360562,loss,,20,32,Semi-shrub and dwarf semi-shrub deserts,normal-period assigned map on the same common-valid cells
54,rf_var,2011-2040SSP585,2011-2040,SSP585,19295.7856753863,623.777121992651,-18672.0085533937,-96.767288295556,loss,,21,33,Tropical mangroves,normal-period assigned map on the same common-valid cells
6,rf_var,2011-2040SSP585,2011-2040,SSP585,60239.6197023865,42203.4513895538,-18036.1683128327,-29.940707464523,loss,,22,34,Cold-temperate and temperate marshes,normal-period assigned map on the same common-valid cells
41,rf_var,2011-2040SSP585,2011-2040,SSP585,100442.418195521,83854.6370422813,-16587.7811532394,-16.5147170401152,loss,,23,35,Temperate grasslands,normal-period assigned map on the same common-valid cells
10,rf_var,2011-2040SSP585,2011-2040,SSP585,118901.276657659,133869.008774663,14967.7321170042,12.5883695598151,gain,13,,36,Needleleaf forests on mountains in subtropical and tropical zones,normal-period assigned map on the same common-valid cells
28,rf_var,2011-2040SSP585,2011-2040,SSP585,76289.3427166474,62317.6902774839,-13971.6524391635,-18.3140291181388,loss,,24,37,Broadleaf deciduous forests in subtropical zone,normal-period assigned map on the same common-valid cells
43,rf_var,2011-2040SSP585,2011-2040,SSP585,16783.3114665699,2824.09382194806,-13959.2176446219,-83.1732025734416,loss,,25,38,High-cold marshes,normal-period assigned map on the same common-valid cells
25,rf_var,2011-2040SSP585,2011-2040,SSP585,200280.065005523,186709.606921822,-13570.4580837011,-6.77574080242428,loss,,26,39,Temperate tufted low grass and nano-semi-shrub desert steppes,normal-period assigned map on the same common-valid cells
5,rf_var,2011-2040SSP585,2011-2040,SSP585,106671.426355801,119839.304136,13167.8777801997,12.3443345889821,gain,14,,40,Grass and forb meadows,normal-period assigned map on the same common-valid cells
16,rf_var,2011-2040SSP585,2011-2040,SSP585,503564.207353676,516568.618490589,13004.4111369121,2.58247328682328,gain,15,,41,Kobresia spp. and forb high-cold meadows,normal-period assigned map on the same common-valid cells
